word,babylm_freq,babylm_log_freq
melodies,151,5.0238805208462765
melodramas,11,2.4849066497880004
melons,156,5.056245805348308
members,9612,9.170871628065816
membership,742,6.610696044717759
memberships,21,3.091042453358316
membranes,75,4.330733340286331
mementos,19,2.995732273553991
memes,32,3.4965075614664802
memorials,88,4.48863636973214
memories,1521,7.3277805384216315
memory,4084,8.315077007294104
men,45583,10.72731205673769
menials,8,2.1972245773362196
mens,91,4.5217885770490405
mentalism,1,0.6931471805599453
mentalist,16,2.833213344056216
mentorship,17,2.8903717578961645
menus,78,4.3694478524670215
meps,8,2.1972245773362196
mercenaries,83,4.430816798843313
merchant,1561,7.3537223303996315
merchantmen,122,4.812184355372417
merchants,749,6.620073206530356
mercians,13,2.6390573296152584
mercies,111,4.718498871295094
mercy,2197,7.6953031349635665
meres,8,2.1972245773362196
mergers,44,3.8066624897703196
merino,32,3.4965075614664802
mermaids,126,4.844187086458591
merriment,307,5.730099782973574
mesmerism,14,2.70805020110221
mesothelioma,15,2.772588722239781
messengers,340,5.831882477283517
metalheads,1,0.6931471805599453
metalik,3,1.3862943611198906
metallic,262,5.572154032177765
metalworking,12,2.5649493574615367
metamorphism,7,2.0794415416798357
metamorphosis,72,4.290459441148391
metaphor,154,5.043425116919247
metaphors,54,4.007333185232471
metatarsals,4,1.6094379124341003
meteor,159,5.075173815233827
meteorites,57,4.060443010546419
meteorologist,48,3.8918202981106265
meteorology,48,3.8918202981106265
meteors,56,4.04305126783455
meth,176,5.176149732573829
methadone,22,3.1354942159291497
methane,199,5.298317366548036
methodists,48,3.8918202981106265
methodologies,6,1.9459101490553132
methodology,64,4.174387269895637
methods,1328,7.192182058713246
methylphenidate,9,2.302585092994046
metres,1327,7.191429330036379
metrology,4,1.6094379124341003
metropolis,205,5.327876168789581
meyers,75,4.330733340286331
mezzo,54,4.007333185232471
mice,1777,7.48324441607385
michell,17,2.8903717578961645
microbiologist,23,3.1780538303479458
microbiology,48,3.8918202981106265
microcontrollers,14,2.70805020110221
micronesians,1,0.6931471805599453
microorganisms,86,4.465908118654584
microphone,4695,8.454466361507933
microphones,234,5.459585514144159
microprocessors,29,3.4011973816621555
microscopes,27,3.332204510175204
mics,20,3.044522437723423
midday,303,5.717027701406222
middlemen,7,2.0794415416798357
midges,10,2.3978952727983707
midgets,41,3.7376696182833684
midlands,308,5.733341276897746
midnight,2111,7.655390644826152
midshipmen,478,6.171700597410915
midwifery,39,3.6888794541139363
mies,20,3.044522437723423
migrants,105,4.663439094112067
migration,537,6.2878585601617845
migrations,85,4.454347296253507
mikey,274,5.616771097666572
miko,31,3.4657359027997265
milder,88,4.48863636973214
milestone,114,4.74493212836325
milestones,41,3.7376696182833684
militarism,18,2.9444389791664403
militarization,12,2.5649493574615367
militias,56,4.04305126783455
millers,55,4.02535169073515
millets,9,2.302585092994046
millicent,104,4.653960350157523
millinery,20,3.044522437723423
millionaires,99,4.605170185988092
millions,1670,7.421177528595393
millipedes,11,2.4849066497880004
millwall,25,3.258096538021482
milner,53,3.9889840465642745
minaj,89,4.499809670330265
minarets,32,3.4965075614664802
mindedness,24,3.2188758248682006
minefields,15,2.772588722239781
minehead,13,2.6390573296152584
mineralogy,16,2.833213344056216
minerals,399,5.991464547107982
miners,568,6.343880434126331
minesweepers,9,2.302585092994046
miniature,509,6.234410725718371
miniatures,42,3.7612001156935624
minibuses,12,2.5649493574615367
minicoy,6,1.9459101490553132
minimum,857,6.754604099487962
minions,75,4.330733340286331
miniseries,157,5.062595033026967
ministerial,78,4.3694478524670215
ministries,84,4.442651256490317
minivans,17,2.8903717578961645
mink,232,5.4510384535657
minks,27,3.332204510175204
mino,32,3.4965075614664802
minor,1877,7.537962659768208
minoring,4,1.6094379124341003
minorities,148,5.003946305945459
minors,104,4.653960350157523
minsters,6,1.9459101490553132
minutes,19721,9.889490042892275
miracle,1207,7.0967213784947605
miracles,344,5.84354441703136
mirin,5,1.791759469228055
misanthropy,4,1.6094379124341003
miscarriage,118,4.77912349311153
misconceptions,17,2.8903717578961645
misdeeds,55,4.02535169073515
misdemeanor,50,3.9318256327243257
miseries,73,4.30406509320417
misery,915,6.82001636467413
misfortunes,219,5.393627546352362
mishaps,106,4.672828834461906
misinformation,21,3.091042453358316
mismanagement,35,3.58351893845611
misool,1,0.6931471805599453
misrepresentation,12,2.5649493574615367
misrepresentations,4,1.6094379124341003
missionaries,358,5.883322388488279
missions,533,6.280395838960195
mississippian,23,3.1780538303479458
mistresses,119,4.787491742782046
misunderstandings,65,4.189654742026425
mites,87,4.477336814478207
mitt,145,4.983606621708336
mitts,54,4.007333185232471
mixer,577,6.359573868672378
mixers,56,4.04305126783455
mixtapes,34,3.5553480614894135
mixtures,68,4.23410650459726
mizzen,123,4.820281565605037
mnet,17,2.8903717578961645
moats,10,2.3978952727983707
mobiles,44,3.8066624897703196
mobilisation,6,1.9459101490553132
mobility,109,4.700480365792417
mobsters,17,2.8903717578961645
mockery,124,4.8283137373023015
mode,1067,6.97354301952014
modems,7,2.0794415416798357
moderation,93,4.543294782270004
moderators,17,2.8903717578961645
modernist,57,4.060443010546419
modernity,20,3.044522437723423
modernization,50,3.9318256327243257
modesty,201,5.308267697401205
modification,122,4.812184355372417
modifications,89,4.499809670330265
mods,40,3.713572066704308
modulation,36,3.6109179126442243
module,243,5.497168225293202
modules,64,4.174387269895637
mogador,10,2.3978952727983707
moguls,13,2.6390573296152584
molars,42,3.7612001156935624
molasses,248,5.517452896464707
moldings,6,1.9459101490553132
molecules,760,6.634633357861686
molehills,7,2.0794415416798357
moles,145,4.983606621708336
molluscs,82,4.418840607796598
mollusks,36,3.6109179126442243
molotov,51,3.9512437185814275
moment,25413,10.14305548226448
moments,2648,7.88193748927207
moms,281,5.641907070938114
monarchism,11,2.4849066497880004
monasteries,155,5.049856007249537
monastics,1,0.6931471805599453
mondays,179,5.19295685089021
money,41344,10.629706774156267
moneys,179,5.19295685089021
mongolians,10,2.3978952727983707
mongols,70,4.2626798770413155
monies,148,5.003946305945459
monism,24,3.2188758248682006
monks,572,6.35088571671474
monmouthshire,26,3.295836866004329
monocytes,19,2.995732273553991
monograms,6,1.9459101490553132
monographs,16,2.833213344056216
monologist,4,1.6094379124341003
monologues,25,3.258096538021482
monopolies,31,3.4657359027997265
monotheism,23,3.1780538303479458
monoxide,165,5.111987788356544
mons,78,4.3694478524670215
monsters,1507,7.318539548567902
montenegrins,5,1.791759469228055
montes,16,2.833213344056216
month,8260,9.019300924562506
months,12579,9.439863530254431
monty,252,5.53338948872752
monument,652,6.481577129276431
monuments,408,6.013715156042802
monza,19,2.995732273553991
mood,1935,7.568379267836522
moods,209,5.3471075307174685
moonbeams,64,4.174387269895637
moonrise,18,2.9444389791664403
moorhens,10,2.3978952727983707
moorings,143,4.969813299576001
moraes,31,3.4657359027997265
moraines,12,2.5649493574615367
morale,181,5.204006687076795
morales,114,4.74493212836325
morality,256,5.54907608489522
morals,226,5.424950017481403
morbidity,23,3.1780538303479458
mores,58,4.07753744390572
moretti,55,4.02535169073515
mormonism,15,2.772588722239781
mormons,75,4.330733340286331
morning,39103,10.573980042531268
morphemes,25,3.258096538021482
morphogenesis,2,1.0986122886681098
morphologies,3,1.3862943611198906
morphology,82,4.418840607796598
morrisons,40,3.713572066704308
morrissey,67,4.219507705176107
mortality,178,5.187385805840755
mortals,179,5.19295685089021
mortification,111,4.718498871295094
mortuaries,4,1.6094379124341003
mosaics,34,3.5553480614894135
moseley,42,3.7612001156935624
mosques,118,4.77912349311153
mosquitoes,402,5.998936561946683
mosquitos,60,4.110873864173311
mosses,88,4.48863636973214
mosul,47,3.871201010907891
motels,35,3.58351893845611
motets,12,2.5649493574615367
moths,367,5.908082938168931
motility,7,2.0794415416798357
motivation,206,5.332718793265369
motivational,49,3.912023005428146
motivations,43,3.784189633918261
motives,287,5.662960480135946
motogp,24,3.2188758248682006
motorist,60,4.110873864173311
motorization,1,0.6931471805599453
motorsports,54,4.007333185232471
motorway,470,6.154858094016418
motorways,84,4.442651256490317
mouldings,10,2.3978952727983707
mountains,5393,8.593042503699674
mountings,46,3.8501476017100584
movements,1616,7.388327859577107
movers,75,4.330733340286331
movies,6357,8.757469141470748
mowgli,111,4.718498871295094
moxley,149,5.0106352940962555
moyles,8,2.1972245773362196
mtdna,14,2.70805020110221
mtk,14,2.70805020110221
mtr,9,2.302585092994046
mudbrick,3,1.3862943611198906
mudflats,6,1.9459101490553132
mudguards,5,1.791759469228055
mudstones,3,1.3862943611198906
muffins,470,6.154858094016418
muggings,10,2.3978952727983707
mughals,56,4.04305126783455
mulberries,24,3.2188758248682006
mules,401,5.996452088619021
muleteers,11,2.4849066497880004
mulhouse,37,3.6375861597263857
multidisciplinary,11,2.4849066497880004
multimedia,96,4.574710978503383
multiple,1852,7.52456122628536
multiples,43,3.784189633918261
multiplication,156,5.056245805348308
multiplications,8,2.1972245773362196
multiplicity,18,2.9444389791664403
mundubbera,2,1.0986122886681098
municipalities,1454,7.282761179605593
muppet,177,5.181783550292085
muppets,138,4.9344739331306915
mural,79,4.382026634673881
muralist,11,2.4849066497880004
muralists,1,0.6931471805599453
murals,43,3.784189633918261
murderer,1050,6.957497370876951
murderers,284,5.652489180268651
murdock,106,4.672828834461906
murres,4,1.6094379124341003
murs,10,2.3978952727983707
musa,140,4.948759890378168
museologist,1,0.6931471805599453
museums,447,6.104793232414985
music,25215,10.135233992657605
musicals,113,4.736198448394496
musicians,1001,6.90975328164481
musicianship,10,2.3978952727983707
musicologist,19,2.995732273553991
musicologists,5,1.791759469228055
musicology,15,2.772588722239781
musings,34,3.5553480614894135
muskeg,2,1.0986122886681098
musket,381,5.945420608606575
musketeers,66,4.204692619390966
musketry,141,4.955827057601261
muskets,295,5.69035945432406
muskrats,81,4.406719247264253
mussels,124,4.8283137373023015
mustaches,28,3.367295829986474
mustard,624,6.437751649736401
mutants,75,4.330733340286331
mutations,120,4.795790545596741
mutualism,14,2.70805020110221
mynas,3,1.3862943611198906
myriapods,3,1.3862943611198906
mysteries,454,6.12029741895095
mystery,2537,7.839131648274333
mysticism,47,3.871201010907891
myth,680,6.523562306149512
mythologies,26,3.295836866004329
mythology,986,6.894670039433482
myths,377,5.934894195619588
nagar,128,4.859812404361672
naiads,10,2.3978952727983707
nairs,6,1.9459101490553132
namesake,137,4.927253685157205
nannies,35,3.58351893845611
naomi,512,6.240275845170769
napalm,92,4.532599493153256
narayan,38,3.6635616461296463
narcolepsy,31,3.4657359027997265
narcotics,104,4.653960350157523
narratives,78,4.3694478524670215
narrator,1324,7.1891677384203225
nasal,294,5.68697535633982
nasals,7,2.0794415416798357
nationalists,120,4.795790545596741
nationalities,117,4.770684624465665
nationality,218,5.389071729816501
nationalization,65,4.189654742026425
nationals,172,5.153291594497779
nationhood,5,1.791759469228055
nations,2602,7.864419904994565
natives,1954,7.578145472419466
naturalisation,2,1.0986122886681098
naturalism,28,3.367295829986474
naturalists,92,4.532599493153256
naturalization,12,2.5649493574615367
naturalness,17,2.8903717578961645
nature,6710,8.811503250158239
navigation,419,6.040254711277414
navigators,43,3.784189633918261
nazis,677,6.519147287940395
nazism,45,3.828641396489095
neanderthal,57,4.060443010546419
neanderthals,66,4.204692619390966
neatness,89,4.499809670330265
necessities,129,4.867534450455582
necessity,908,6.812345094177479
necklaces,252,5.53338948872752
necromancy,10,2.3978952727983707
necrosis,15,2.772588722239781
nectarines,30,3.4339872044851463
needlepoint,28,3.367295829986474
needlework,111,4.718498871295094
neeps,24,3.2188758248682006
negation,40,3.713572066704308
negligence,92,4.532599493153256
negotiation,184,5.220355825078324
negotiations,448,6.1070228877422545
negotiators,30,3.4339872044851463
negroes,560,6.329720905522696
neha,69,4.248495242049359
neighborhood,2036,7.619233416226805
neighborhoods,187,5.236441962829949
neighbourhood,933,6.839476438228843
neighbourhoods,58,4.07753744390572
nemesis,70,4.2626798770413155
neologisms,6,1.9459101490553132
neoplatonism,7,2.0794415416798357
neoprene,23,3.1780538303479458
nepotism,32,3.4965075614664802
nerd,123,4.820281565605037
nerds,58,4.07753744390572
nereids,12,2.5649493574615367
nervousness,163,5.099866427824199
nestlings,16,2.833213344056216
neuhaus,23,3.1780538303479458
neurobiology,15,2.772588722239781
neurodegenerative,14,2.70805020110221
neurogenesis,5,1.791759469228055
neuromuscular,6,1.9459101490553132
neurons,148,5.003946305945459
neurophysiology,6,1.9459101490553132
neuroscience,70,4.2626798770413155
neuroscientists,9,2.302585092994046
neurosis,22,3.1354942159291497
neurosurgery,23,3.1780538303479458
neuroticism,6,1.9459101490553132
neurotransmitters,37,3.6375861597263857
neutrality,78,4.3694478524670215
neutrals,23,3.1780538303479458
neutrons,169,5.135798437050262
neutrophils,19,2.995732273553991
newborns,35,3.58351893845611
newburyport,37,3.6375861597263857
newcomer,326,5.7899601708972535
newcomers,182,5.209486152841421
newness,19,2.995732273553991
newscasts,32,3.4965075614664802
newspapers,1506,7.317876198626496
newsreader,28,3.367295829986474
ngos,32,3.4965075614664802
nhs,164,5.10594547390058
niche,177,5.181783550292085
niches,63,4.1588830833596715
nickelback,8,2.1972245773362196
nickerson,22,3.1354942159291497
nieces,355,5.87493073085203
niels,55,4.02535169073515
night,61075,11.019874269303402
nightclubs,70,4.2626798770413155
nightfall,455,6.1224928095143865
nightingales,35,3.58351893845611
nightlife,29,3.4011973816621555
nightmare,879,6.779921907472252
nightmares,291,5.676753802268282
nights,2703,7.902487437162855
nightspots,3,1.3862943611198906
nihilism,17,2.8903717578961645
nijinsky,80,4.394449154672439
niles,111,4.718498871295094
nimoy,40,3.713572066704308
nineteenth,492,6.20050917404269
nipples,135,4.912654885736052
nitric,115,4.7535901911063645
nitride,16,2.833213344056216
nitrocellulose,10,2.3978952727983707
nitroglycerine,16,2.833213344056216
nk,98,4.59511985013459
nmr,22,3.1354942159291497
nobility,334,5.814130531825066
noblemen,110,4.709530201312334
nofx,26,3.295836866004329
nok,27,3.332204510175204
nomads,63,4.1588830833596715
nomenclature,62,4.143134726391533
nomination,877,6.777646593635117
nominee,410,6.018593214496234
nominees,109,4.700480365792417
nonbelievers,3,1.3862943611198906
none,9688,9.178746500385005
nonviolence,34,3.5553480614894135
noodles,850,6.7464121285733745
nooks,86,4.465908118654584
noon,1738,7.461065514354283
norell,2,1.0986122886681098
norms,81,4.406719247264253
norse,368,5.910796644040527
northamptonshire,52,3.970291913552122
northolt,5,1.791759469228055
northumbrians,14,2.70805020110221
northwards,73,4.30406509320417
norwegians,53,3.9889840465642745
nosebleeds,25,3.258096538021482
nostalgia,82,4.418840607796598
nostrils,356,5.877735781779639
notables,45,3.828641396489095
notation,236,5.4680601411351315
notations,19,2.995732273553991
notebook,483,6.182084906716632
notebooks,68,4.23410650459726
nothingness,60,4.110873864173311
notification,66,4.204692619390966
notifications,21,3.091042453358316
notions,269,5.598421958998375
notoriety,59,4.0943445622221
nouns,159,5.075173815233827
nourishment,123,4.820281565605037
novels,850,6.7464121285733745
novelty,285,5.655991810819852
novice,137,4.927253685157205
novices,49,3.912023005428146
nozzle,78,4.3694478524670215
nsaids,15,2.772588722239781
nuances,21,3.091042453358316
nucleation,8,2.1972245773362196
nuclei,148,5.003946305945459
nucleons,15,2.772588722239781
nudes,27,3.332204510175204
nudity,78,4.3694478524670215
nuisances,22,3.1354942159291497
nukus,10,2.3978952727983707
numbness,47,3.871201010907891
numerals,94,4.553876891600541
numismatics,11,2.4849066497880004
nunneries,4,1.6094379124341003
nuns,191,5.2574953720277815
nurseries,77,4.356708826689592
nursery,4043,8.304989580140361
nusra,21,3.091042453358316
nuthatches,3,1.3862943611198906
nutrient,70,4.2626798770413155
nutrients,297,5.697093486505405
nutrition,165,5.111987788356544
nylon,88,4.48863636973214
nymphs,157,5.062595033026967
oarsmen,65,4.189654742026425
oath,919,6.824373670043086
oaths,144,4.976733742420574
obedience,498,6.212606095751519
obelisks,16,2.833213344056216
obesity,129,4.867534450455582
obfuscation,3,1.3862943611198906
objections,417,6.035481432524756
objective,691,6.539585955617669
objectives,332,5.808142489980444
objectivity,30,3.4339872044851463
oblations,8,2.1972245773362196
obligation,353,5.869296913133774
obligations,220,5.3981627015177525
oblivion,135,4.912654885736052
oboes,26,3.295836866004329
obscenities,9,2.302585092994046
obscenity,29,3.4011973816621555
obscurity,97,4.584967478670572
observances,49,3.912023005428146
observation,1022,6.930494765951626
observations,509,6.234410725718371
observatories,28,3.367295829986474
observers,178,5.187385805840755
obsessions,34,3.5553480614894135
obstacle,254,5.541263545158426
obstacles,306,5.726847747587197
obstetricians,6,1.9459101490553132
obstetrics,22,3.1354942159291497
obstinacy,113,4.736198448394496
obstruction,216,5.37989735354046
obstructions,75,4.330733340286331
occultism,6,1.9459101490553132
occultist,4,1.6094379124341003
occupants,408,6.013715156042802
occupation,962,6.870053411798126
occupations,135,4.912654885736052
occupiers,36,3.6109179126442243
occurrence,413,6.025865973825314
occurrences,123,4.820281565605037
oceanographer,6,1.9459101490553132
oceanography,22,3.1354942159291497
oceans,398,5.988961416889864
octavius,49,3.912023005428146
octopuses,151,5.0238805208462765
oddities,27,3.332204510175204
odds,920,6.825460036255307
odes,13,2.6390573296152584
offences,150,5.017279836814924
offender,192,5.262690188904886
offenders,188,5.241747015059643
offenses,92,4.532599493153256
offerings,280,5.638354669333745
offices,1150,7.048386408721883
officials,1140,7.039660349862076
offshoots,7,2.0794415416798357
offspring,476,6.1675164908883415
oilman,39,3.6888794541139363
ointments,10,2.3978952727983707
oldies,33,3.5263605246161616
oldman,26,3.295836866004329
oligocene,24,3.2188758248682006
olives,284,5.652489180268651
olof,38,3.6635616461296463
omega,280,5.638354669333745
omission,74,4.31748811353631
omnibenevolent,1,0.6931471805599453
omnipotence,19,2.995732273553991
omniscient,22,3.1354942159291497
omnivores,38,3.6635616461296463
oncologist,21,3.091042453358316
oncology,24,3.2188758248682006
oneness,31,3.4657359027997265
ones,20488,9.9276434357472
onion,751,6.62273632394984
onions,698,6.54965074223381
onlookers,108,4.6913478822291435
ons,76,4.343805421853684
onset,154,5.043425116919247
op,989,6.897704943128636
openings,277,5.627621113690637
openness,52,3.970291913552122
operas,435,6.077642243349034
operations,1595,7.3752557780097545
operatives,61,4.127134385045092
operator,697,6.548219102762372
operators,226,5.424950017481403
operettas,36,3.6109179126442243
ophthalmologist,26,3.295836866004329
ophthalmology,12,2.5649493574615367
opinion,3635,8.19863945529737
opinions,723,6.584791392385716
opium,182,5.209486152841421
oppenheimer,76,4.343805421853684
opponents,473,6.161207321695077
opportunities,892,6.794586580876499
opportunity,4515,8.415381925269553
opposition,1341,7.201916317531627
oppositions,9,2.302585092994046
oppression,182,5.209486152841421
oppressions,4,1.6094379124341003
oppressors,52,3.970291913552122
ops,121,4.804021044733257
optimisation,5,1.791759469228055
optimism,107,4.68213122712422
options,714,6.5722825426940075
opulence,15,2.772588722239781
oracles,27,3.332204510175204
oradea,37,3.6375861597263857
oranges,1394,7.240649694255466
orangutans,22,3.1354942159291497
orations,18,2.9444389791664403
oratorios,33,3.5263605246161616
orators,21,3.091042453358316
orbiter,39,3.6888794541139363
orca,27,3.332204510175204
orchards,149,5.0106352940962555
orchestrations,4,1.6094379124341003
orchestrator,6,1.9459101490553132
orchids,96,4.574710978503383
orcs,55,4.02535169073515
ordinances,76,4.343805421853684
ordination,62,4.143134726391533
ordnance,121,4.804021044733257
ore,378,5.937536205082426
organelles,49,3.912023005428146
organisation,785,6.666956792429207
organisations,330,5.802118375377063
organiser,52,3.970291913552122
organisers,36,3.6109179126442243
organists,24,3.2188758248682006
organizations,918,6.823286122355687
organizer,109,4.700480365792417
organizers,90,4.51085950651685
organs,674,6.51471269087253
orgasm,173,5.159055299214529
orientalism,8,2.1972245773362196
orientation,385,5.955837369464831
orientations,14,2.70805020110221
originality,82,4.418840607796598
originals,102,4.634728988229636
origination,4,1.6094379124341003
originator,29,3.4011973816621555
origins,529,6.272877006546167
orioles,105,4.663439094112067
orion,623,6.436150368369428
ornamentation,47,3.871201010907891
orphanages,26,3.295836866004329
orthodontists,2,1.0986122886681098
orthodoxy,127,4.852030263919617
orthoptera,5,1.791759469228055
osage,65,4.189654742026425
osbaldwick,4,1.6094379124341003
osbert,2,1.0986122886681098
osbourne,54,4.007333185232471
oscillator,31,3.4657359027997265
oshima,45,3.828641396489095
osmosis,26,3.295836866004329
ospreys,10,2.3978952727983707
ostentation,11,2.4849066497880004
osteoderms,10,2.3978952727983707
ostrich,345,5.846438775057725
ostriches,65,4.189654742026425
ostwald,6,1.9459101490553132
oswestry,41,3.7376696182833684
others,18739,9.838415555792412
otis,261,5.568344503761097
otters,108,4.6913478822291435
ouse,78,4.3694478524670215
outages,21,3.091042453358316
outback,64,4.174387269895637
outbuildings,46,3.8501476017100584
outcasts,68,4.23410650459726
outcomes,81,4.406719247264253
outfielder,64,4.174387269895637
outhouses,22,3.1354942159291497
outings,34,3.5553480614894135
outlets,160,5.081404364984463
outlook,343,5.840641657373398
outlooks,9,2.302585092994046
outpatient,27,3.332204510175204
outpatients,9,2.302585092994046
outposts,94,4.553876891600541
outsiders,209,5.3471075307174685
ovals,13,2.6390573296152584
ovaries,79,4.382026634673881
ovens,99,4.605170185988092
overalls,253,5.537334267018537
overhead,1027,6.93537044601511
overpopulation,15,2.772588722239781
overs,100,4.61512051684126
overseers,61,4.127134385045092
oversight,112,4.727387818712341
overtime,387,5.961005339623274
overview,392,5.973809611869261
ovulation,22,3.1354942159291497
owl,3151,8.05579245097777
owls,534,6.282266746896006
owners,1090,6.994849985833071
ownership,448,6.1070228877422545
ox,852,6.748759547491679
oxide,545,6.302618975744905
ozone,165,5.111987788356544
pacifica,14,2.70805020110221
pacifism,14,2.70805020110221
pacifists,11,2.4849066497880004
packers,101,4.624972813284271
pacts,5,1.791759469228055
paddocks,36,3.6109179126442243
padres,46,3.8501476017100584
paediatrics,4,1.6094379124341003
paganism,62,4.143134726391533
pagans,53,3.9889840465642745
pageant,229,5.438079308923196
pageantry,25,3.258096538021482
pageants,21,3.091042453358316
pagodas,18,2.9444389791664403
pahlavi,55,4.02535169073515
painkillers,99,4.605170185988092
painters,340,5.831882477283517
paintings,1290,7.1631723908466425
palaces,273,5.6131281063880705
palaeontologists,25,3.258096538021482
palaeontology,23,3.1780538303479458
palates,15,2.772588722239781
paleoanthropology,3,1.3862943611198906
paleontology,34,3.5553480614894135
pali,37,3.6375861597263857
pallet,94,4.553876891600541
pallets,47,3.871201010907891
palmeiras,51,3.9512437185814275
pamphlets,87,4.477336814478207
panay,9,2.302585092994046
panchayat,35,3.58351893845611
pancras,34,3.5553480614894135
panda,1871,7.534762657037537
pandas,127,4.852030263919617
panelists,17,2.8903717578961645
panionios,6,1.9459101490553132
panther,456,6.124683390894205
panthers,202,5.313205979041787
pantry,428,6.061456918928017
pantyhose,38,3.6635616461296463
paok,13,2.6390573296152584
paparazzi,62,4.143134726391533
papayas,7,2.0794415416798357
pape,21,3.091042453358316
parables,49,3.912023005428146
paracetamol,58,4.07753744390572
paradigms,33,3.5263605246161616
paradox,214,5.3706380281276624
paradoxes,28,3.367295829986474
paralegal,26,3.295836866004329
paralegals,6,1.9459101490553132
paralympic,264,5.579729825986222
paralysis,148,5.003946305945459
paramedics,107,4.68213122712422
parameters,149,5.0106352940962555
paramilitaries,7,2.0794415416798357
paranoia,93,4.543294782270004
parapet,138,4.9344739331306915
parapets,16,2.833213344056216
paraphernalia,61,4.127134385045092
parasites,228,5.43372200355424
parasitism,24,3.2188758248682006
parasols,24,3.2188758248682006
paratroopers,62,4.143134726391533
paratroops,8,2.1972245773362196
parentage,65,4.189654742026425
parenthood,49,3.912023005428146
parishes,253,5.537334267018537
parity,63,4.1588830833596715
parka,20,3.044522437723423
parkinson,362,5.8944028342648505
parklands,4,1.6094379124341003
parliamentarianism,1,0.6931471805599453
parliaments,69,4.248495242049359
parlors,59,4.0943445622221
parodist,1,0.6931471805599453
parricide,6,1.9459101490553132
parsnips,32,3.4965075614664802
parsons,242,5.493061443340548
parthians,30,3.4339872044851463
participants,551,6.313548046277095
participles,8,2.1972245773362196
particle,719,6.579251212010101
particles,1004,6.912742820493176
particulars,353,5.869296913133774
partisans,107,4.68213122712422
partisanship,13,2.6390573296152584
partnership,744,6.61338421837956
partnerships,91,4.5217885770490405
partsongs,1,0.6931471805599453
pashtun,31,3.4657359027997265
passages,385,5.955837369464831
passageways,27,3.332204510175204
passenger,1389,7.237059026124737
passengers,2569,7.851661177889265
passers,102,4.634728988229636
passersby,19,2.995732273553991
passion,1476,7.29776828253138
passions,201,5.308267697401205
passivity,11,2.4849066497880004
passports,185,5.225746673713202
password,291,5.676753802268282
passwords,64,4.174387269895637
past,14585,9.587817443544179
pasta,1107,7.010311867307229
pastas,15,2.772588722239781
pasteur,57,4.060443010546419
pastime,126,4.844187086458591
pastimes,49,3.912023005428146
pastoralism,4,1.6094379124341003
pastoralist,2,1.0986122886681098
pastoralists,6,1.9459101490553132
pastors,39,3.6888794541139363
pastries,61,4.127134385045092
pastry,371,5.918893854273146
pasts,14,2.70805020110221
patel,139,4.941642422609304
path,5105,8.53817159780143
pathogens,82,4.418840607796598
pathologies,6,1.9459101490553132
pathology,56,4.04305126783455
pathos,145,4.983606621708336
paths,691,6.539585955617669
pathways,89,4.499809670330265
patience,1620,7.390798521735676
patients,1727,7.454719949364001
patina,27,3.332204510175204
patios,14,2.70805020110221
patriarchs,32,3.4965075614664802
patriarchy,14,2.70805020110221
patricians,33,3.5263605246161616
patrimony,32,3.4965075614664802
patriotism,227,5.429345628954441
patriots,213,5.365976015021851
patroclus,34,3.5553480614894135
patron,367,5.908082938168931
patroness,24,3.2188758248682006
patrons,138,4.9344739331306915
paupers,35,3.58351893845611
pavement,537,6.2878585601617845
pavilion,404,6.003887067106539
pavilions,55,4.02535169073515
payers,91,4.5217885770490405
payloads,10,2.3978952727983707
payment,1000,6.90875477931522
payments,442,6.093569770045136
paypal,20,3.044522437723423
payroll,131,4.882801922586371
pcbs,7,2.0794415416798357
peace,6347,8.7558950816463
peacekeeping,34,3.5553480614894135
peacemaker,60,4.110873864173311
peacemaking,7,2.0794415416798357
peacock,521,6.257667587882639
peacocks,107,4.68213122712422
peanut,2597,7.862497197230545
peanuts,995,6.903747257584598
pears,1109,7.01211529430638
peas,3425,8.139148678884066
peasant,896,6.799055862058796
peasants,804,6.690842277418564
peatlands,3,1.3862943611198906
pebbles,448,6.1070228877422545
pechenegs,6,1.9459101490553132
pedagogy,27,3.332204510175204
peddlers,29,3.4011973816621555
pedestrian,139,4.941642422609304
pedestrians,123,4.820281565605037
pediatrics,47,3.871201010907891
pedigrees,9,2.302585092994046
pediments,4,1.6094379124341003
pedophile,52,3.970291913552122
pedophiles,23,3.1780538303479458
pedophilia,17,2.8903717578961645
pegasus,205,5.327876168789581
peiper,1,0.6931471805599453
pelicans,47,3.871201010907891
pellets,88,4.48863636973214
penalties,202,5.313205979041787
penalty,996,6.904750769961838
penance,156,5.056245805348308
penances,9,2.302585092994046
pence,1342,7.202661196523238
pendants,34,3.5553480614894135
pendik,3,1.3862943611198906
penetration,99,4.605170185988092
peninsulas,17,2.8903717578961645
penis,857,6.754604099487962
penitence,57,4.060443010546419
pennywise,26,3.295836866004329
pensioners,201,5.308267697401205
pentathlon,20,3.044522437723423
pentecostalism,17,2.8903717578961645
peonies,26,3.295836866004329
peppermint,147,4.997212273764115
peptides,18,2.9444389791664403
percentage,623,6.436150368369428
percentages,81,4.406719247264253
perception,320,5.771441123130016
perceptions,68,4.23410650459726
percussion,180,5.198497031265826
percussionist,34,3.5553480614894135
percussions,3,1.3862943611198906
perennials,20,3.044522437723423
perfection,498,6.212606095751519
performance,3350,8.11701408773731
performances,810,6.698268054115413
performers,291,5.676753802268282
