word1,word2,freq_w1_w2,freq_w2_w1,pos1,pos2,example_sentence
diamonds,roses,2,0,NOUN,NOUN,"In thanks, the fairy causes diamonds and roses to drop from the girl's mouth whenever she speaks."
diamonds,rubies,7,2,NOUN,NOUN,"Beneath these three vases lies the rest of the treasure--chest after chest of golden coins, ropes of pearls, necklaces of diamonds and rubies, so many gems that I cannot describe them all."
diamonds,sapphire,1,0,NOUN,NOUN,"And then I thought well it's, it's got, it says diamonds and sapphire, I thought they can't be real but it says, you know"
diamonds,sapphires,0,1,NOUN,NOUN,"I've got much prettier ones of my own--gold, and set with sapphires and diamonds!"""
diaper,silence,1,0,NOUN,NOUN,[11 sec rustling of diaper and silence; S starts clicking something hollow and plastic]
diapers,laundry,1,0,NOUN,NOUN,"So that has put a crimp in my every activity other than diapers and laundry, I'll tell you"
diapers,pacifiers,1,0,NOUN,NOUN,I just wanted to see Bill in his element before I'm lost forever to diapers and pacifiers.
diaries,letters,1,0,NOUN,NOUN,"Let Me Stand Alone is a book, containing collected writings, including diaries and letters, of Rachel Corrie."
diaries,poems,1,0,NOUN,NOUN,She also wrote diaries and poems.
diarrhea,fever,1,0,NOUN,NOUN,A separate RCT also showed that the supplementation of Probio DR10TM~ in children aged 2 to 5 years reduced the incidence of diarrhea and fever by 16.1% and 12.7% respectively during the rainy season.
diarrhea,nausea,1,0,NOUN,NOUN,Side effects can be diarrhea and nausea.
diarrhea,vomiting,0,4,NOUN,NOUN,It will cause vomiting and diarrhea in patients.
diarrhoea,measles,0,1,NOUN,NOUN,"But unless this is combined with techniques like vaccination and knowledge of oral rehydration, diseases like measles and diarrhoea are child killers."
diarrhoea,rashes,1,0,NOUN,NOUN,"When they eat foods which contain gluten, these people may experience stomach cramps, bloating, gas and diarrhoea and rashes."
diarrhoea,sickness,1,2,NOUN,NOUN,"What, sickness and diarrhoea?"
diastereomers,enantiomers,0,2,NOUN,NOUN,Also lumped into this category are enantiomers and diastereomers which are molecules of the same molecular weight but have slightly different structures.
diastolic,systolic,0,1,ADJ,NOUN,Pulse pressure is the difference between the systolic and diastolic pressures.
dice,slice,0,1,VERB,NOUN,"In the meantime, some of us have to slice and dice."
dick,dolly,1,0,NOUN,VERB,THE DICK AND DOLLY BOOKS
dicots,gymnosperms,2,0,NOUN,NOUN,It usually occurs in dicots and gymnosperms.
dicots,monocots,0,1,NOUN,NOUN,"Apart from cotyledon number, there are other differences between monocots and dicots."
dictate,direct,2,0,VERB,ADJ,With you it would be a real task for him to dictate and direct.
dictatorial,stubborn,0,1,ADJ,ADJ,"But he was stubborn and dictatorial, and when I continued unsubmissive he threatened to cast me off entirely and leave his fortune to charity, since he had no other near relatives."
dictators,imbecile,1,0,NOUN,NOUN,But except for dictators and imbecile...
dictators,presidents,0,1,NOUN,NOUN,The US then put presidents and dictators at the head of the Cuban state.
dictators,royalty,0,1,NOUN,NOUN,Politics and government in red with a subsection on royalty and dictators.
dictators,terrorists,1,0,NOUN,NOUN,"She stated that it was ""necessary"" to talk to dictators and terrorists, to protect security and said that the British government's decision to engage with Colonel Gaddafi in 2003 was ""the right decision""."
dictionaries,lawbooks,1,0,NOUN,NOUN,It was in the dictionaries and lawbooks as long as there had been dictionaries and lawbooks.
dictionary,papers,1,0,ADJ,NOUN,Blue Bonnet gathered up dictionary and papers and moved to a vacant seat.
did,do,1,0,VERB,VERB,"“I did and do,” answered Frank calmly."
did,does,1,0,VERB,VERB,She did and does.
did,eventually,2,0,VERB,ADV,So we did and eventually .
did,fast,1,0,VERB,ADV,Talk she did and fast; and under her eloquence Bonny-Gay became quite the most wonderful child in the world:
did,said,3,4,VERB,VERB,What she did and said was done and said without appreciable interval by each of the dancers.
did,saw,0,2,VERB,VERB,Many of them wrote down what they saw and did.
did,then,4,0,VERB,ADV,I did and then...
did,went,0,1,VERB,VERB,"I wanted to tell the whole story of the myth in the small-scale experiment, so that's what I went and did."
didactics,pedagogy,0,1,NOUN,NOUN,"In continental Europe, as opposed to English-speaking research cultures, pedagogy and didactics are distinct areas of study."
die,do,0,5,VERB,VERB,"""Theirs not to reason why, theirs but to do and die."""
die,fade,0,1,VERB,VERB,Thy love for mortal man shall quickly fade and die.
die,fall,0,1,VERB,VERB,"The cuckoo thrives and soon can fly, The sparrow's younglings fall and die."""
die,fight,0,3,VERB,VERB,"And fight and die is death destroying death, where fearing dying pays death servile breath"
die,fits,0,1,NOUN,VERB,"Your mouth shuts up, and you can't open it; and you have fits and die."""
die,go,0,5,VERB,VERB,Then are we supposed to go and die?
die,grow,0,2,VERB,VERB,People who speak certain languages believe that the Mother Earth helps things grow and die.
die,hit,0,1,VERB,VERB,You hit and die!
die,live,0,2,VERB,VERB,She had steadily made up her mind that in India she would live and die.
die,overheat,0,1,VERB,VERB,"Coral bleaching occurs when warmer average temperatures cause corals to begin to overheat and die, turning them white."
die,pine,0,2,NOUN,VERB,"'Why, Sir, if I wus to part with he, I'll tell ye what he'd do--he'd pine and die--he'd just pine away and die.'"
die,pudding,0,1,NOUN,VERB,We're gonna pudding and die.
die,resurrect,2,0,VERB,VERB,"Even after I die and resurrect, I can only be the audience."
die,rot,1,0,VERB,VERB,"“We call ’em fish hogs up here, because, when they strike a lake where the trout bite free-like, they keep on throwing bushels out on the bank to die and rot."
die,shot,0,1,VERB,VERB,"So, to me, it was if I reach for this door, I'm going to get shot and die."
die,shrivel,0,1,NOUN,VERB,So the plants shrivel and die.
die,sicken,0,2,VERB,VERB,But he made a figure from a piece of her clothing and stuck a pin into it while another old man prayed that she might sicken and die!”
die,spawn,0,1,VERB,VERB,And I've sat silent near empty streams that two generations ago were lashed into whiteness by uncountable salmon coming home to spawn and die.
die,stagnate,0,1,NOUN,VERB,Stravinsky was the first to teach me to reject habits so as not to let art stagnate and die.
die,starve,0,2,VERB,VERB,"The creature was haled before the throne, and search was made for its master, a washerman, who confessed that he had abandoned it to starve and die."
die,stay,0,8,VERB,VERB,"I must be gone and live, or stay and die..."
die,stop,0,1,VERB,VERB,"Now my bravery has been useless, for here I must stop and die."
die,suffer,0,2,VERB,VERB,"When he learned that those bad people were living, he made up his mind that they should suffer and die."
die,suffocate,0,2,VERB,VERB,"I know I shouldn't be doing these things but if I don't, I feel like I'm going to suffocate and die."
die,wither,0,3,VERB,VERB,"There's no sap in it, and soon it will wither and die and that's the way many of you are."
die,yield,0,1,VERB,VERB,"Push your way in backwards, and then I must yield and die."
died,drank,0,1,VERB,VERB,Many drank and died;
died,drowned,0,1,VERB,VERB,"The following day, Ventura County sheriff's department said that Rivera most likely drowned and died."
died,fallen,0,1,VERB,VERB,"The whole of the shops were wrecked and plundered, two or three houses had been burned down, and dark stains in the roadway showed where men had fallen and died."
died,fell,0,3,VERB,VERB,"Beacon Rock, where Janis fell and died, was in a place called Skamania County."
died,fought,0,2,VERB,VERB,If you truly deserve to be one of my men you would have fought and died.
died,lived,0,5,VERB,VERB,It is also where Alfonso Maria Fusco lived and died.
died,moaned,0,1,VERB,VERB,Yet every night at the same hour it walked again into the house and lay down and moaned and died.
died,reigned,0,1,VERB,VERB,"Three kings of the Norman race had reigned and died, and still the conquest of Ireland was unattempted; no Norman knight had set foot on Irish soil."
died,sank,0,3,VERB,VERB,"The doctor found him, pale, perspiring, with starting eye-balls, and almost bloodless, and nothing could rally him, for he sank and died."
died,sick,0,1,ADJ,VERB,And she told him she wanted to hear about the little girl that was sick and died and that Some One took by the hand and made her well.
died,sickened,0,4,VERB,VERB,"Worn out with work and with sorrow, Pantemitl could stand the strain no longer, and he sickened and died."
died,smouldered,0,1,VERB,VERB,Embers smouldered and died.
died,sputtered,0,1,VERB,VERB,"Mr. Livingston was doing his best, but the motor sputtered and died."
died,suffered,1,0,VERB,VERB,"I couldn't make those atoms of balls so round and perfect, 'if I died and suffered,' as Miss Hoskins says."""
died,sunk,0,1,VERB,VERB,"And thus to each increasing ill, ""That it was going well,"" he cried, Till the poor martyr sunk and died."
died,upped,0,1,VERB,VERB,He just upped and died.
died,went,0,2,VERB,VERB,He went and died.
died,wounded,0,1,VERB,VERB,When he wanted conquer India in a battle he wounded and died.
dienes,polyenes,0,2,NOUN,NOUN,"Polyenes and dienes, share many of their properties."
dies,eats,0,1,VERB,VERB,"In the Disney movie, the Evil Queen transforms into a hag using magic and travels to give Snow White a poisoned apple, which she eats and dies."
dies,falls,0,2,VERB,VERB,Pity falls and dies.
dies,folate,0,1,NOUN,VERB,"The microorganism is ""starved"" of folate and dies."
dies,grows,0,1,VERB,VERB,"That the national self is organic, i.e., that it is functional, a vital, living thing which grows and dies is clearly brought out by the second group of legends considered."
dies,lives,0,3,VERB,VERB,"You will surrender to me, and I'll decide who lives and dies."
dies,sickens,0,1,VERB,VERB,She shortly sickens and dies.
diesel,gas,0,1,NOUN,NOUN,"The gas tax was passed in April 2017, and increased the cost of gas and diesel in California."
diesel,gasoline,0,2,NOUN,NOUN,"But then the internal combustion engine (that used gasoline and diesel) were greatly improved, and cars that used those engines could go much farther and faster than other cars."
diesel,petrol,0,1,NOUN,NOUN,I mean it is good to see the similarities between petrol and diesel first.
diet,equipment,1,0,NOUN,NOUN,"Diet and equipment and other causes give a German soldier a markedly different scent, to dogs' miraculously keen nostrils,--and to those of certain humans,--from the French or British or American troops."
diet,exercise,1,0,NOUN,NOUN,"Therefore, diet and exercise is the most common recommended treatment for obesity - it has the potential for a very high treatment success rate."
diet,gout,1,0,NOUN,NOUN,Recent studies showed that some beliefs about connections between diet and gout were not true.
diet,medication,1,0,NOUN,NOUN,"It is the study of normal kidney function and kidney disease, the preservation of kidney health, and the treatment of kidney disease, from diet and medication to renal replacement therapy (dialysis and kidney transplantation)."
diet,nutrition,0,1,NOUN,NOUN,"I do extensive studies in the areas of nutrition and diet..., ...so, I hope you're enjoying your meal."
diet,sizitiseis,1,0,NOUN,NOUN,I make diet and sizitiseis for dinners fidget too.
diet,water,1,0,NOUN,NOUN,Change of diet and water will sometimes do it.
dieting,exercise,1,0,NOUN,NOUN,Doctors recommend dieting and exercise.
dietitian,teacher,1,0,ADJ,NOUN,Dietitian and Teacher of Cooking for the New York Association for Improving the Conditions of the Poor
difference,discussion,1,0,NOUN,NOUN,"Even here, however, there is room for difference and discussion."
differences,resemblances,0,1,NOUN,NOUN,"As each new animal is introduced, the study goes on by comparisons, showing resemblances and differences, and pointing toward scientific classifications."
differences,similarities,1,1,NOUN,NOUN,The Comparison of regions of Japan highlights differences and similarities.
differences,variations,1,0,NOUN,NOUN,with differences and variations.
different,distant,0,1,ADJ,ADJ,The reader of these Blackfoot stories will not fail to notice many curious resemblances to tales told among other distant and different peoples.
different,distinct,1,1,ADJ,ADJ,That never happened and so scholars divide the Roman Empire and the Roman Republic as two different and distinct periods in the history of Rome.
different,exciting,2,0,ADJ,ADJ,Different and exciting.
different,exotic,1,0,ADJ,ADJ,He played different and exotic characters.
different,fun,1,0,ADJ,ADJ,The theme parks come with lots of different and fun rides and you can go swimming at the water parks.
different,funny,2,0,ADJ,ADJ,You're different and funny.
different,harder,1,0,ADJ,ADJ,Such dreams must be abandoned for a different and harder future.
different,imaginative,0,1,ADJ,ADJ,The staging was imaginative and different.
different,last,0,1,ADJ,ADJ,"Bill felt everything--their safety, his own self-respect and Ernest's confidence in him--rested on this last and different test."
different,more,0,2,ADJ,ADJ,I think the erm the best way is to improve productivity by taking in more and different students and multiplying the services which we provide for the community.
different,new,1,16,ADJ,ADJ,Something new and different for us.
different,nice,1,0,ADJ,ADJ,You look different and nice!
different,nother,0,1,ADJ,ADJ,[nifferent = blend of 'nother and different?]
different,older,2,0,ADJ,ADJ,These beliefs were different and older from what Tylor believed.
different,ongoing,2,0,ADJ,ADJ,Anti-austerity actions are different and ongoing.
different,particular,2,0,ADJ,ADJ,Er men who were different and particular and gods.
different,popular,1,0,ADJ,ADJ,"Vegan pancakes are not associated with any nationality, however they are a different and popular type of pancake."
different,similar,0,1,ADJ,ADJ,Cross-cultural communication is a field of study that seeks to understand how people from differing cultural backgrounds communicate - in similar and different ways among themselves - and how they achieve communication across cultures.
different,special,1,0,ADJ,ADJ,Tonight we'll do something different and special.
different,specific,0,1,ADJ,ADJ,"The Quinceañera is a young Latina woman's celebration of her fifteenth birthday, which is celebrated in a specific and different way from her other birthdays."
different,strange,0,2,ADJ,ADJ,"The word kabuki means ""singing and dancing"", and also means ""to act strange and different, to be outside what is normal""."
different,sudden,1,0,ADJ,ADJ,But a different and sudden fear leaped in both hearts as they rounded the shoulder of the mountain.
different,want,1,0,ADJ,VERB,"what i what if, what  wa wa we have to be careful about this that we set a standard  but allow a little leeway  because all departments are slightly different and want to approach things"
different,wider,0,1,ADJ,ADJ,"We will not entertain it sir, because it raises a whole host of wider and different issues, many of which we in fact considered yesterday in the context of Stockton, if you will recall."
differential,integral,2,0,ADJ,ADJ,"At the age of four, on 2 November 1967, he answered differential and integral calculus questions on Japanese television, showed that he could speak German, English, Japanese and Korean, and write poetry."
differentiating,integrating,1,1,VERB,ADJ,between differentiating and integrating and erm integrating and differentiating
differentiation,integration,1,0,NOUN,NOUN,Okay so the problem that you were having was differentiation and integration.
differing,quarrelling,1,0,VERB,NOUN,"After eight years of differing and quarrelling, the Prince of Wales again invaded France with an army of sixty thousand men."
differing,strong,0,1,ADJ,ADJ,"Tito was a controversial person, with people having strong and differing views about his leadership."
difficult,disagreeable,1,0,ADJ,ADJ,"Frequent rain squalls had made sailing difficult and disagreeable, but the yacht made good way, and, in spite of the uncomfortable weather, the boys were in a very cheerful frame of mind."
difficult,erratic,0,1,ADJ,ADJ,He's erratic and difficult.
difficult,expensive,3,0,ADJ,ADJ,It is difficult and expensive to treat acne scars.
difficult,fatiguing,2,0,ADJ,VERB,"""'The business of procuring trees suitable for masts of ships is difficult and fatiguing."
difficult,final,0,1,ADJ,ADJ,"When an apprentice became skilled in the geisha arts and passed a final and difficult dance test, she was promoted to the second stage of training, the ""minarai"", and not longer did housework."
difficult,hazardous,1,0,ADJ,ADJ,"The overland expedition, after a difficult and hazardous journey of"
difficult,hoarse,0,1,ADJ,ADJ,"Suddenly the baby's breathing became hoarse and difficult, and Mrs Roy, kneeling at the side of the cradle, looked up in alarm at her nurse."
difficult,honorable,1,0,ADJ,ADJ,"That teachers have been known to mistake their vocation, when they have judged themselves qualified, after trying and failing in every other employment, to fill such a difficult and honorable position."
difficult,lonely,0,1,ADJ,ADJ,My days have been lonely and difficult.
difficult,long,0,15,ADJ,ADJ,They have a long and difficult road.
difficult,nervous,2,0,ADJ,ADJ,But she was born with a difficult and nervous disposition so she could never make use of her education.
difficult,perilous,0,1,ADJ,ADJ,"The day following the return of Rebecca and Anna Weston from their perilous and difficult undertaking to bring the much needed powder and shot to Machias was Sunday, the eleventh of June, 1775."
difficult,primitive,0,2,ADJ,ADJ,"Communications across it were primitive and difficult, ... during the thaw, almost impossible."
difficult,proud,0,1,ADJ,ADJ,"She chatted on in that winning way of hers, till even the proud and difficult Aunt Adnah felt at ease."
difficult,raw,0,1,ADJ,ADJ,Real life is raw and difficult.
difficult,rocky,0,1,ADJ,ADJ,"She ran on and on until she could no longer hear the sound of the brook, and the path began to grow rocky and difficult."
difficult,rough,0,1,ADJ,ADJ,"They described it as ""rough and difficult country."""
difficult,secret,0,1,ADJ,ADJ,"“I’ve been asked to supply four of my best bomber crews,” he told them, “for a secret and difficult mission."
difficult,slow,0,4,ADJ,ADJ,"It was a slow and difficult task to unharness the horse, but we accomplished it at last."
difficult,steep,0,1,ADJ,ADJ,"Some of these good people dwelt in log huts, with the black forest all around them, on the steep and difficult hillsides."
difficult,stubborn,2,0,ADJ,ADJ,"Well, you were difficult and stubborn."
difficult,tardy,1,0,ADJ,ADJ,To wind up and discharge this weapon was obviously a difficult and tardy process.
difficult,tense,1,0,ADJ,ADJ,"It is a difficult and tense time, people feel vulnerable because recently some people, I'm not sure from where were trying to distribute anti-Catholic propaganda among these people."
difficult,tremendous,0,1,ADJ,ADJ,I thought politics was something tremendous and difficult and—rather bad.
difficult,trying,2,0,ADJ,VERB,"Difficult and trying as this had been, it was certainly a wise precaution, as can be readily seen."
difficult,uneven,1,0,ADJ,ADJ,"Rapid pulse, respiration difficult and uneven."
difficult,unhappy,0,1,ADJ,ADJ,The last years of the life of Viriato da Cruz were unhappy and difficult.
difficult,useless,1,0,ADJ,ADJ,"It was certain he had taken refuge in the bush not far from the cabin, but to track him down would have been a difficult and useless task."
difficulties,doubts,0,1,NOUN,NOUN,DOUBTS AND DIFFICULTIES
difficulties,struggles,0,1,NOUN,NOUN,"After a lot of struggles and difficulties, we got freedom from British rule."
difficulties,trials,1,0,NOUN,NOUN,"Mr. and Mrs. Barr had not entertained their right reverend guest with stories of difficulties and trials, or complained of their many olive branches and few pounds per annum, or shown him long faces."
difficulty,quality,0,1,NOUN,NOUN,These are judged and given points according to specific rules on quality and difficulty of movements.
difficulty,trial,0,1,NOUN,NOUN,"Tim was shrewd enough to know that the more offices he created, the more friends he would insure--members who would stand by him in trial and difficulty."
diffident,nervous,1,0,NOUN,ADJ,"The reason that Glen Eddy disappeared after running that engine so splendidly, and bringing the night express safely to its destination, was that he was diffident and nervous."
diffident,reserved,0,1,VERB,VERB,"This niece was as beautiful in form and feature as Patsy Doyle was plain, but she did not possess Patsy’s cheerful and uniform temperament and was by nature reserved and diffident in the presence of strangers."
diffident,retiring,1,0,NOUN,NOUN,"Jones is a diffident and retiring, but a very manly young fellow, who loves quiet and seems to have no bad habits."
diffident,shy,1,0,NOUN,ADJ,"""Little Bunny, Don't get funny; Run along and mind your eye; It's the habit Of a rabbit To be diffident and shy."""
diffident,unboyish,1,0,NOUN,VERB,"If he had had a little fear that he would feel diffident and unboyish among lads of his own age, it vanished at the first contact."
diffuse,disappear,1,0,VERB,VERB,"Instead of pressing it, remove it and the vapor will diffuse and disappear!"
diffused,direct,0,1,ADJ,ADJ,Suspension lamp suitable for solving the problem of uniform direct and diffused lighting on various surface dimensions.
dig,dig,2,0,VERB,NOUN,Just near the fence Mr. Mole began to dig and dig.
dig,find,1,0,VERB,VERB,Go; dig and find.”
dig,go,0,2,VERB,VERB,Go and dig.
dig,scratch,1,0,VERB,NOUN,Three long toes in the front to dig and scratch and one short toe behind.
dig,start,0,1,VERB,VERB,"""I'm just dying to start and dig!"""
dig,stop,0,2,VERB,VERB,"Something inside him prompted him to stop and dig, and he did so."
digesting,sitting,0,1,VERB,VERB,75–80% sitting and digesting.
digestion,heart,0,1,NOUN,NOUN,Control of heart and digestion (X).
digestive,respiratory,0,2,ADJ,ADJ,"These cells form on the surface of the skin, on the lining of hollow organs in the body, and on the lining of the respiratory and digestive tracts."
digging,planting,1,0,VERB,NOUN,"Lin led his visitors straight to a log cabin, before which his father, a veteran woodsman, who bore the scars of bears’ teeth upon his body, was digging and planting."
digging,sawing,1,0,VERB,VERB,"yes, so now were all digging and sawing and"
digging,snipping,0,1,NOUN,VERB,"He knew very well that his mother cast a quick look at him, but he did not meet her eye, and she went quietly on with her employment of snipping and digging."
digging,watering,2,0,VERB,NOUN,"""Not too full--we must leave room at the top for digging and watering, without spilling dirt and water on the floor."
digital,disjointed,0,1,ADJ,ADJ,It doesn't feel disjointed and digital.
digital,electronic,0,1,ADJ,ADJ,"It is the language of official communication, taught in schools and used for broadcast in electronic and digital media."
digital,full,1,0,ADJ,ADJ,"Net 25, with the help of GEMNET, had the first digital and full HD coverage of the 2010 Philippine elections via the ISDB-T system through their sister station's frequency, Channel 49."
digital,global,1,0,ADJ,ADJ,Bitcoin (₿) is a digital and global money system cryptocurrency.
digital,mobile,1,0,ADJ,ADJ,"It also available through digital and mobile entertainment platform, Voot."
digital,physical,0,3,ADJ,ADJ,"They aim to provide a seamless experience between the physical and digital worlds, offering advanced connectivity, shared mobility, and sustainable features."
digital,practical,0,2,ADJ,ADJ,"As much as possible in movies, I like to mix practical and digital effects because it makes it much more difficult for audiences to know what is real and what is not."
digital,print,0,2,NOUN,ADJ,Cengage sells print and digital textbooks.
digital,single,0,1,ADJ,ADJ,"It was released on March 29, 2007 as a single and digital download."
digital,video,3,0,ADJ,NOUN,Cadet Olmeyer has been acknowledged by every one of his instructors to be an expert in digital and video graphics.
digitally,internationally,0,1,ADV,ADV,"""Moves Like Jagger"" is a dance pop single released by American pop rock band Maroon 5 on June 22, 2011 internationally and digitally."
digitally,physically,1,0,ADV,ADV,"It was released, digitally and physically, exclusively only in Japan on September 27, 2017, by Universal Music Japan."
digits,letters,2,0,NOUN,NOUN,"Today, some banks use PINs made of digits and letters."
digits,numbers,1,0,NOUN,NOUN,So it's a really interesting example of using geometry as a code for representing digits and numbers.
dignified,gracious,2,0,ADJ,ADJ,"There was something dignified and gracious about him, and friends thronged around to congratulate him."
dignified,grave,0,4,ADJ,ADJ,His manners were grave and dignified.
dignified,haughty,1,0,ADJ,ADJ,She stood dignified and haughty.
dignified,impressive,1,0,ADJ,ADJ,"So a ship is saluted in the United States Navy, a ceremony dignified and impressive, though not as soul-stirring as the American cheer."
dignified,intelligent,1,0,ADJ,ADJ,They're dignified and intelligent and...
dignified,martial,1,0,ADJ,ADJ,Berry’s eyes rested longest on a dignified and martial figure that paced slowly from the stump to the edge of the group.
dignified,orderly,1,0,ADJ,ADJ,In my presence all are dignified and orderly and avoid frivolous talk.
dignified,prim,1,0,ADJ,ADJ,He cut a figure dignified and prim
dignified,quiet,0,6,ADJ,VERB,"Quiet and dignified, Dr. Hale took care of his little patient and what Dora lacked in giving the home the stamp of order, surely he, personally, supplied with his courtliness."
dignified,refined,0,1,ADJ,ADJ,I think that with him the interjection had become refined and dignified.]
dignified,remarkable,1,0,ADJ,ADJ,"A gentleman who saw him there, being much struck with his dignified and remarkable appearance, induced him to tell the story of his life, which was marked by several strange and curious incidents."
dignified,rich,0,1,ADJ,ADJ,This wine has a rich and dignified flavor to it.
dignified,sad,0,1,ADJ,ADJ,"To judge from her appearance, you would say she was sad and dignified."
dignified,sedate,1,0,ADJ,VERB,"Tato was bright and smiling, filled with a suppressed joy which bubbled up in spite of the little one's effort to be dignified and sedate."
dignified,solemn,1,0,ADJ,VERB,Dignified and solemn
dignified,staid,0,1,ADJ,ADJ,"Then, all at once, he seemed to remember he was a staid and dignified middle-aged dog and not a hoodlum puppy."
dignified,stately,0,1,ADJ,ADJ,"""It will afford me the greatest pleasure to accept your invitation, Lieutenant Ralston,"" she said in a stately and dignified manner."
dignified,straight,0,1,ADV,ADJ,"I remember her in the days of crinolines, standing straight and dignified in her plain dress, without the least attempt at fulness in the skirt."
dignified,tall,0,1,ADJ,ADJ,"In person he was tall and dignified, and, which alone would have made him hateful to the Puritans, his gray locks fell from beneath the broad-brimmed hat, and rested on his shoulders."
dignified,wise,0,1,ADJ,VERB,"I was delighted with the news; and I shall always believe, and insist upon it, that the Pasha’s wise and dignified little son had a hand in bringing about the fortunate result."
dignity,expedition,0,2,NOUN,NOUN,Myselfand my esteemed colleagues are determined... to ensure that this very important matter be handled with... expedition and dignity.
dignity,form,0,1,NOUN,NOUN,"""Love can transpose to form and dignity."
dignity,freedom,0,1,NOUN,NOUN,"We must fight so the outside world stops... giving us the cold shoulder, and so equality... freedom and dignity take their place here."
dignity,grace,1,0,NOUN,NOUN,He was dignity and grace united.
dignity,grandeur,0,1,NOUN,NOUN,This is one reason why modern pictures are inferior to the old ones in grandeur and dignity.
dignity,heroism,1,0,NOUN,NOUN,"However, those high and mighty doings were over now, and the Earl went his way to death with dignity and heroism."
dignity,honor,1,0,NOUN,NOUN,It would furnish the ornament of dignity and honor to a score of uniforms.
dignity,honour,1,0,NOUN,VERB,"""The Emperor verily received me with dignity and honour"
dignity,importance,3,0,NOUN,NOUN,"To these four eleven-year-old boys the words ""league"" and ""pennant"" conveyed a sense of dignity and importance that they had never felt before."
dignity,patience,0,1,NOUN,NOUN,"The term means ""enduring the seemingly unbearable with patience and dignity""."
dignity,power,1,0,NOUN,NOUN,"All her arch, pretty moods came up before him, her little piquant jealousies, her pretty assumptions of dignity and power, her dainty, authoritative ways."
dignity,pride,0,1,NOUN,NOUN,Because it was a matter of living with pride and dignity.
dignity,respect,1,1,NOUN,NOUN,YOU WILL BE TREATED WITH DIGNITY AND RESPECT.
dignity,rights,1,0,NOUN,NOUN,"""All human beings are born free and equal in dignity and rights."
dignity,sagacity,1,0,NOUN,NOUN,"Indeed, there was an expression of dignity and sagacity in Piper’s face which surprised those who knew him best and led more than one to fancy it possible he had underrated the lad."
dignity,strength,0,1,NOUN,NOUN,"Thenceforward it was to be a new Washington, more truly American perhaps, crystallizing around the points that gave strength and dignity, and proving false many an evil prophecy."
dignity,temper,0,1,NOUN,NOUN,"“I have yet to learn that it is my part to take orders from a servant,” said the princess with temper and dignity."
dignity,thoughtfulness,0,1,NOUN,NOUN,One which commands respect and projects thoughtfulness and dignity.
dignity,worth,1,1,NOUN,NOUN,"A man who own'd a vicious dog, Upon his collar fix'd a log, Which the vain cur supposed to be A note of worth and dignity."
digoxin,gentamicin,1,0,NOUN,NOUN,"These include: nitrogen based waste, sodium (salt), water, potassium, phosphate, and some medicines dissolved in the plasma such as digoxin and gentamicin."
digoxin,vials,1,0,NOUN,NOUN,The police found digoxin and vials of inhalable Insulin in Jeni's apartment.
dikes,sills,1,0,NOUN,NOUN,Dikes and sills in igneous rock are often made of diabase.
dilapidated,dingy,0,1,ADJ,VERB,"Comfortable, spacious houses stood to the right and left of them--houses which to-day, dingy and dilapidated, give small evidence of having witnessed the brilliant scenes once of frequent occurrence within their walls."
dilapidated,mildewed,0,1,VERB,ADJ,"At a turning of the corridor they came upon a large room that, although mildewed and dilapidated and wholly bereft of furniture, was intact as far as the walls and ceiling were concerned."
dilapidated,old,0,1,ADJ,ADJ,Not so very far back in the woods on the way to Highland Falls stood an old and dilapidated icehouse.
dilapidated,unpainted,2,0,VERB,ADJ,"Dilapidated and unpainted as the hull was, the engine was well muffled—suspiciously well muffled—and the disreputable looking craft moved through the water with all the noiseless dignity of a yacht."
dilated,fixed,0,2,VERB,VERB,Fixed and dilated.
dilated,wild,0,1,ADJ,VERB,"Michael Betts lay on the bed, his face flushed with fever, his brows contracted with pain, his eyes wild and dilated."
dilation,evacuation,2,0,NOUN,NOUN,"Dilation and evacuation (or ""D&amp;E"") is a medical procedure."
diligence,perseverance,1,0,NOUN,NOUN,"Yet through diligence and perseverance plus a special, intimate knowledge of many Broadway personalities it was only a question of time before she emerged a full-blown star."
diligent,faithful,1,0,ADJ,ADJ,"Learn from the example of Bruno, then, to find your happiness in the diligent and faithful performance of duty."
diligent,hardworking,1,0,ADJ,ADJ,"In ancient Rome, girls born into affluent families were given the name Aemilia, indicating the expectation that they would be diligent and hardworking."
diligent,humble,2,0,ADJ,ADJ,"To live well, we should be diligent and humble."
diligent,responsible,1,0,ADJ,ADJ,He's diligent and responsible.
diligent,sincere,0,1,ADJ,ADJ,Ms. Yoon is a sincere and diligent employee of The Show Company.
diligent,stupendous,1,0,ADJ,ADJ,Months of diligent and stupendous labour had not been spent in vain.
diligent,thoughtful,0,2,ADJ,ADJ,He had become a thoughtful and diligent man in the short time that he had been on the island.
diligently,eagerly,1,0,ADV,ADV,"She now diligently and eagerly compared the two lads, glancing quickly from one to the other, and their exceeding great likeness to each other seemed to strike her with astonishment."
dim,distant,1,0,ADJ,ADJ,"“The day is coming and it is not so far in the dim and distant future,” said Andy confidently."
dim,empty,1,0,ADJ,ADJ,Only the light over his desk was burning and the rest of the store was dim and empty.
dim,faint,0,1,ADJ,ADJ,"What recollections, faint and dim as some far off strains of music, were tugging at his consciousness?"
dim,grey,1,0,NOUN,ADJ,"The dawn was breaking dim and grey and very chill when Beowulf heard the stealthy tread without, and the quick-following crash of the bolts and bars that gave so readily."
